,ERR9954784,SRR10754133,SRR2973693,SRR4436359,GSM697598,GSM896836
NUP155,1.885240937,2.070268359,2.645020388,3.680561464,7.599183918,0.068726075
NUP160,2.170698023,3.376911549,3.127553908,3.668085656,9.509804078,4.347174518
NUP188,1.519904505,2.534352464,2.679549987,4.025613155,4.842943307,2.844389269
NUP205,1.984034619,3.795536651,3.534485293,5.607463084,11.2855986,5.422581318
NUP210,0.91514786,3.794960038,0.038237711,0.01349902,4.795906162,2.107240062
NUP214,0.60452042,0.979132698,1.361581925,1.435030703,8.313897628,3.298645413
NUP35,1.221935634,1.831014029,1.302644696,2.425353377,7.992060119,3.333071815
NUP37,1.65666049,3.487656552,2.489611404,3.956385985,11.48542187,6.002185605
NUP42,2.362006652,2.881423086,2.068319565,2.570454106,9.034550921,3.154244402
NUP43,2.054888006,2.712473207,3.432332028,4.134322586,8.273028372,0.823087851
NUP50,1.282587839,4.111259208,2.987222029,3.855241399,11.46546643,0.045711863
NUP54,1.481018743,3.100852751,1.457676936,2.516469968,11.23078424,3.401627509
NUP58,1.697053305,3.718052943,2.04917813,3.848246413,10.53344603,0.968765898
NUP62,2.190085108,4.412769397,3.100470506,3.297128443,13.14552963,4.122163135
NUP62CL,2.328276947,3.110255638,0.132017916,1.206667852,7.011272484,3.929180658
NUP85,2.173689609,3.321606037,2.2805269,4.453445533,9.422005999,5.148365006
NUP88,1.698541505,2.315859579,1.5595218,3.24310471,8.122532552,5.437094977
NUP93,0.901486426,2.211383892,2.573852643,4.660275703,7.213504332,4.687084098
NUP98,1.833571744,2.873899352,3.158993552,4.391240117,7.483698167,0.891839945
NUPR1,0.474586837,1.680176148,2.698064689,3.632581828,6.182420861,1.037610279
NUS1,2.122707297,3.476106695,2.593575388,3.308072794,10.20645602,0.234696084
NUSAP1,0.375536893,0.101874159,0.136416931,0.049227524,8.81111276,4.104112396
NUTF2,6.015302861,4.877145068,3.905163902,5.417136031,11.42073087,2.596908911
NVL,2.556151739,2.147989031,1.831297066,3.085723793,11.87400612,0.543973917
NWD2,0,0,0,0.056777541,0.344287172,0.0071098
NXF1,4.338002689,5.51840119,3.679587686,3.066938057,13.21174216,3.759754167
NXF3,0,0.103649328,0,0.0252681,7.67191574,-0.140274499
NXPE3,0.77304585,2.330456585,2.165931587,2.237501254,7.456449191,1.192249473
NXPH4,1.319703953,2.562931639,0.937274593,0.905609712,2.291262501,-0.028758931
NXT1,3.820837917,5.515487957,2.127378189,5.189644139,11.04747362,5.833736147
NXT2,3.506902026,4.943283292,3.036442537,2.809757972,10.82337906,2.59808512
NYX,0.76282487,0.11867517,0,0,13.4763541,0.269085705
OAF,1.506548838,3.277958942,6.29023697,3.718833208,3.216373583,2.849336468
OARD1,2.398321802,1.724504549,1.793336915,2.084636869,11.3269198,3.822864419
OAS1,1.894803867,6.258910575,5.272799581,6.827980575,5.762682612,0.455261757
OAS2,0.252170654,5.399069855,5.874967672,7.472575863,6.469659096,-0.231149182
OAS3,1.313941994,5.77434815,5.042825427,6.482333241,7.042592797,0.200961166
OASL,2.52441276,7.334315973,6.175170837,7.286635191,12.25062167,-0.185011936
OAT,3.738608649,4.27132653,5.865282141,6.959990889,9.573180825,4.634306672
OAZ1,8.400324131,7.877594605,6.317937634,8.004571349,16.32924469,7.654659512
OAZ3,0.760969457,0.424251513,0.345179527,0.558805584,7.976242663,0.929076592
OBI1,2.223614086,3.369320781,1.98506681,2.087342936,11.42136347,2.817645204
OBP2B,0,0,0,0,2.324784984,-0.636902593
OBSCN,0.283198946,1.124916224,0.411500156,0.769122697,9.569783293,0.039784829
OBSL1,0.634172714,1.883560884,2.697603817,2.375499516,5.057215083,-0.044987463
OCEL1,2.15839273,2.18650363,1.345187829,2.427941722,7.585616183,2.953685729
OCIAD1,5.452269652,6.510336372,4.405345164,4.997164134,12.29712428,5.52734967
OCIAD2,6.13186374,5.924817501,2.202454484,7.770901538,15.55459257,5.125943554
OCRL,2.329639415,3.357374134,2.522496244,3.892631292,6.803863079,2.90276652
ODAD1,1.298370009,0.140933341,0,0.149956737,2.835839568,-0.352099781
ODAD3,0,0.373392947,0.26326664,0.097703622,5.375525501,-0.351090634
ODAD4,1.540979762,1.269039628,0.614359561,0.568623393,3.597881636,1.30666139
ODAM,0,0,0,0,10.83985301,0.391714718
ODAPH,0,0.828978835,0.121279383,0.484434643,4.299110022,-0.441646444
ODC1,6.541098573,6.429190677,4.285544121,6.417972412,13.3562086,5.111662145
ODF2,2.380219282,2.738164134,2.388727215,3.55265581,5.732940579,1.04821245
ODF2L,0.129040814,1.372254244,2.884061399,2.011221523,3.47900241,0.249992447
ODR4,1.635533489,3.396102426,2.989162379,2.790559324,6.953692266,0.150103531
OFD1,0.271376951,1.413432663,1.446669708,1.723944283,8.133132202,2.570654549
OGA,2.232854214,5.106006768,4.707705093,5.212350272,12.54534368,4.736401823
OGDH,1.512709935,3.043878929,4.61020784,5.779756653,7.607626827,0.082125279
OGDHL,0,0,0.209419017,0.031213833,1.786675932,0.015732909
OGFOD1,1.989150912,2.686149349,3.117291229,3.582114377,9.554885381,1.144372187
OGFOD2,0,0.298778808,0.474937804,0.56324096,2.83328422,-0.149018122
OGFOD3,1.879773062,2.83634235,2.352385635,3.257842168,9.460409247,0.906674076
OGFR,1.714334309,5.132532705,4.913869076,4.977740402,16.35941559,2.648278824
OGFRL1,1.461321687,1.76036412,3.83961326,2.606631521,8.843793173,1.395337851
OGG1,0.987465615,1.201523998,1.377358953,1.536116779,8.805703643,1.445428842
OGT,1.570333433,4.091675016,4.793710356,4.144939266,6.518540034,3.571877155
OIP5,0.920830322,0,0.200333815,0.073324464,9.531893049,3.93220915
OLA1,4.913505963,4.603764067,3.381395678,4.664165273,8.489977044,-0.032170153
OLFM1,1.036219219,1.842367056,1.349413035,0.02920091,2.896892015,2.020532309
OLFM2,3.342891976,3.051070683,0.847204536,1.564433311,4.744042132,0.012599994
OLFM4,0,0,0,0,2.221604973,-0.305256444
OLFML2A,1.181071275,3.688318292,2.060284801,1.775250946,3.057242594,3.4024511
OLFML2B,0.954758706,0.621754763,2.838907968,0.026100362,4.110838575,-0.341036889
OMA1,1.726049044,2.068701447,2.189285859,3.228114575,9.855988547,1.37601776
OMP,0,0,0.447452275,0,6.133587312,-0.184532449
ONECUT2,0.090628161,0.346223674,0.090685244,0.016287316,9.12797775,-0.078866332
OOEP,0.750523978,0.879429819,0,0.110586297,8.934134755,-0.415037499
OPA1,1.852257499,2.4432597,3.249431394,3.75222956,8.372121023,0.894012523
OPA3,1.080813814,1.8941277,2.277996704,2.924949749,8.067142808,0.828782905
OPALIN,0,0.494525223,0.127451565,0.023132841,1.494116587,-0.20894178
OPHN1,0.072878389,0.371012791,1.479600034,0.906171597,2.804457932,-0.054812882
OPLAH,0.975420096,1.650736933,1.316462874,2.075465824,7.048419378,2.684287333
OPN1MW,0,0,0,0,6.686533988,-0.40076322
OPN3,3.08569366,3.674385942,1.315729525,2.152841268,7.903678216,2.193305203
OPN4,0,0,0,0.02097865,6.391634716,-0.542154432
OPRD1,0,0.040308545,0.027440157,0.009663704,4.971611529,0.172032617
OPRK1,0,0.355410541,0.088285674,0,3.736983045,-0.032798982
OPRL1,0,0,0,0.25002874,1.638853625,0.138155843
OPTN,3.462273926,5.432363783,6.566368987,6.611094716,11.94821688,3.360096222
OR10A5,0,0,0.247966958,0,7.628329381,-0.223711258
OR10C1,0,0,0,0,6.41427765,0.138093223
OR10H1,0,0.083069384,0,0.22491255,6.114093325,-0.255461183
OR10H2,0,0.329462958,0,0,12.16118625,-0.31128949
OR11A1,0,0,0,0,9.620853574,-0.218540766
OR1D2,0,0,0,0,5.494859115,0.282803917
OR2C1,1.329428248,0.456632471,0,0.122101533,3.497727523,-0.137661609
OR2H1,0,0,0,0,8.979627426,-0.465475176
OR5H1,0,0,0,0,7.908133253,-0.185431612
OR5L2,0,0,0,0,10.86174128,-0.10910689
OR5V1,0,0,0,0,7.122075703,-0.348067055
OR7C2,0,0,0,0.091161288,7.159703913,0.056613908
OR7E24,0,0,0,0.093521411,10.25858099,-0.253081551
OR8B8,0,0,0,0,9.672819694,-0.420320113
OR8D1,0,0,0,0,10.68324248,-0.235768613
ORAI1,2.135778717,2.42293998,1.214768697,2.992329229,9.916027739,2.100247372
ORAI2,2.494657921,1.989478582,2.072240283,1.104400791,8.928752599,0.234544362
ORAI3,0.857880001,1.677641301,2.712557019,3.235276917,5.013843422,0.459431619
ORC1,1.247845732,2.498786232,1.61524597,3.221313172,6.386306241,2.506403478
ORC2,1.761979424,2.695548873,2.067265022,3.680714373,8.405602887,3.565052041
ORC3,3.30841095,2.710176032,3.465771166,3.296182093,9.889433143,3.524043548
ORC4,0.163905902,2.27770103,2.039203982,2.392040233,7.804857689,0.624490896
ORC5,1.448036801,2.412549208,2.476103728,2.911524729,7.474514839,-0.135494997
ORC6,2.518562335,2.689851728,2.205444182,2.556487505,9.09284937,4.19667066
ORM1,0,2.892147298,0.271792624,0.195495619,4.851889126,-0.350082009
ORM2,0,1.453667172,0.305343413,0,4.354388993,-0.028758931
ORMDL1,3.819473274,4.05431092,3.459593243,3.09821155,11.67105168,0.565302821
ORMDL2,3.783529877,4.184799738,2.550576044,4.75102692,12.29967218,0.8980046
ORMDL3,1.44120034,2.94186959,4.786963185,3.962219015,11.44336072,0.926165926
OS9,2.765659696,5.201927633,4.855565475,4.979689937,9.145008723,1.559427398
OSBP,2.48738969,3.947765474,3.520884678,4.875316348,9.656892219,5.098863215
OSBP2,0.570711372,0.77945826,0.766705805,1.03424583,2.240850023,2.03651107
OSBPL10,0.336696684,1.524016898,2.172199682,3.154141726,7.445325488,3.439448009
OSBPL11,0.95100733,2.483634382,2.512998465,3.004893811,9.969812978,1.993658495
OSBPL1A,1.049582078,1.695103347,2.67756161,2.875604437,8.573053522,0.240951412
OSBPL3,0.339404172,1.596160639,4.231295933,3.877925056,5.908718765,0.672546184
OSBPL5,0.193517684,1.017516718,2.484535297,2.997888702,0.480505558,1.644288427
OSBPL6,0,0.590283909,1.618824912,1.379909214,7.023555631,0.589739391
OSBPL7,1.483114181,1.266568724,0.882757368,1.669896747,4.863067323,1.020383924
OSBPL8,0.950855891,2.597233861,4.615633501,3.737962637,9.623226358,1.256213308
OSBPL9,2.342697433,3.407445332,3.094365429,4.094211036,9.688866443,0.068534072
OSCAR,0.602629554,0.173243609,0.758523413,0.812805337,6.775116482,-0.296345752
OSCP1,0.823374343,1.157639876,1.75458405,2.074425053,7.691135498,0.590752241
OSER1,2.848157553,5.864952481,3.883816096,5.023162943,12.13547419,4.979688495
OSGEP,2.274429662,2.303161474,2.285733129,2.760255525,8.418162849,2.596908911
OSGEPL1,0.676983689,1.839436229,1.458180532,2.255475847,6.725033139,1.506263811
OSGIN2,2.228719962,4.086804041,2.427973717,2.194774976,7.792839837,4.087323148
OSM,0,2.080636697,0,0.041898125,9.239416078,-0.350082009
OSMR,2.834061905,5.715709896,4.021229447,5.214405541,7.337779286,1.726726171
OSR2,0.450086777,0.926738744,4.201799835,0.874588063,8.924825858,-0.040099748
OSTC,7.400429781,6.991807244,6.232183465,6.267260625,12.25783693,4.615288172
OSTF1,3.399116768,2.297689373,4.574571746,6.148887649,10.43960033,3.467033314
OSTM1,2.216598241,2.880104319,3.124971932,2.540751576,10.81546574,2.374276931
OTOF,0,0.29897216,0.367165865,0.209213536,11.07007841,-0.241168756
OTOP2,0,0,0,0.19668312,4.008511712,-0.052350299
OTOS,0,0,0,0,7.965220588,-0.362231189
OTUB1,4.026961881,4.584344177,2.724126554,4.931254692,8.844498213,1.16065696
OTUB2,0,0.521776549,1.068193562,2.502261151,5.119358568,-0.259604477
OTUD3,0.553286055,1.896190117,1.610136094,1.246910085,7.703818585,0.130728615
OTUD4,1.010701064,3.814574079,4.075006835,3.468719302,8.388412099,-0.067836143
OTUD5,3.725789607,4.559063812,3.726656042,4.7719415,10.37140234,1.321928095
OTUD6B,1.65895875,1.548418077,2.068308366,2.208320294,5.555744163,2.567630478
OTULIN,0.985830842,1.77093609,2.148549354,3.058794437,1.545284775,2.965986663
OTULINL,0,0.897203377,0.709572539,0.448562509,2.042525,0.582851834
OTX1,0.289198533,2.04033887,0,0.797854494,8.216069273,-0.144639694
OVGP1,0,2.779541579,0.712771761,0.782916941,7.257650566,2.009067421
OVOL1,0,0.571342088,0.248745542,3.720765487,13.11569748,0.162877209
OVOL2,0.981040846,0.309944352,0,2.356563038,3.466889311,0.295748764
OXA1L,4.592980826,4.732737048,3.243666253,4.555252286,9.791466822,4.598476929
OXCT1,0.335304408,1.583031302,3.907566456,3.856569526,8.016312675,0.268429004
OXER1,0,0.2156931,0.285198428,0.054156371,8.375596781,0.164289422
OXLD1,3.551809704,3.046071463,2.422457225,4.274631278,9.6381449,1.481044302
OXNAD1,0.233891826,0.562112655,1.386485373,2.219536178,6.331275076,1.648404881
OXR1,0.813227704,2.004387929,3.05358303,2.935738777,7.275994305,3.257387843
OXSM,1.201485937,2.175806641,1.695965974,3.461379857,9.252958973,2.090065829
OXSR1,0.913411622,2.960391183,4.044452338,4.649284063,9.260971396,4.239954374
OXT,1.628124337,3.793353198,0,0,10.87283675,-0.164891501
OXTR,0,0.431679118,3.811544287,0.397429375,7.51794402,1.767487597
P2RX2,0,0,0.240217361,0,8.212953446,-0.316868092
P2RX3,0.569576508,0.376087435,0.057092365,0.040201325,9.925022529,-0.386420269
P2RX4,2.036725025,2.650544733,1.8248169,1.825293234,5.386018603,2.300894343
P2RX5,0.340416687,0.782724598,0.062650229,0.473375438,6.083900103,0.410879111
P2RY1,0.422304231,0.27406877,0.191292678,1.457771925,5.696083607,-0.094051451
P2RY2,0,0.30554509,0.028544819,3.442104527,2.855474252,0.185460361
P3H1,1.07713294,2.717945853,3.562516203,3.400570928,9.100811982,2.129283017
P3H2,2.219488399,4.276424263,1.53308196,3.648392468,7.704767781,4.636815305
P3H3,0.950704502,2.497851931,4.423410713,3.510970176,1.593615914,0.719779149
P3H4,2.344188491,3.848352194,2.585766299,4.058212486,6.821739691,3.768764886
P4HA1,3.273619963,4.770172653,5.313038458,6.140411169,8.579837543,0.13452929
P4HA2,0.800269858,2.617013098,2.848044327,4.972135568,9.344342934,0.627520594
P4HB,5.273472582,7.234013743,6.011178035,6.846093834,12.39511006,6.688426569
P4HTM,1.498790958,3.075845035,1.947852303,1.298352536,8.639067822,1.856162904
PA2G4,4.821094807,6.140283945,3.177243547,5.522610035,11.7457482,5.367184636
PAAF1,0.857961628,1.137261209,1.221829257,2.165370004,7.328099937,3.404394848
PABIR1,0,1.168306458,2.244704883,2.001651204,4.902785679,1.019050364
PABIR2,4.073210371,4.132909238,2.23165978,1.600861032,8.844597027,3.657208618
PABIR3,0.345882099,0.951139722,1.249816317,0.77539636,4.851841781,-0.156051456
PABPC1,8.808538787,7.181504653,4.612606542,5.632657674,14.85782891,6.308749272
PABPC3,0,0,0.080466714,0,12.51265126,-0.164445263
PABPC4,4.720954133,3.38620097,2.783614287,3.660051091,6.796696709,5.065404286
PABPN1,3.282575812,3.571190682,1.96797905,1.689497382,12.87140641,4.679665428
PACC1,1.978939778,2.763821827,2.001901987,4.185452703,8.569187162,0.041322896
PACRG,0,0,0.188123163,0.134218522,7.706110433,-0.190186619
PACRGL,0.334140905,0.6864294,1.20412782,1.536883516,2.505595805,-0.110082511
PACS1,2.792947453,3.013764364,2.839603329,2.960938808,7.873581778,2.756644062
PACS2,1.948453605,2.785744426,2.019633111,2.490485616,7.632049432,1.031683001
PACSIN1,0,0.95156934,0.05274042,0.091069359,1.70585401,0.080747428
PACSIN2,2.021333404,3.423584087,3.353885109,5.137824528,7.069379726,4.851831079
PACSIN3,1.354742907,1.763628892,3.248984521,4.780268096,1.080718698,2.140986703
PADI1,0.523646884,0.461414558,0.051704921,1.948897765,4.423723134,-0.243238767
PADI2,1.383556697,1.039799173,0.778733316,0.782500181,2.966208268,0.124937512
PAEP,0,0.627302447,0,0,2.768806766,-0.277750568
PAF1,2.732484816,5.651834332,4.077399275,4.821015149,10.78639471,4.131541251
PAFAH1B1,1.633782943,3.509690096,3.946783929,4.424016639,8.17523528,3.926998139
PAFAH1B2,1.641563125,3.269853526,4.443577364,6.154569895,11.19405762,1.009067421
PAFAH1B3,6.011283235,5.901770474,1.652299009,4.966803258,11.31643562,5.702127128
PAFAH2,0.646478994,1.525145148,1.918924435,3.573692124,6.082119894,1.70651128
PAGR1,1.253708731,1.015884734,2.478179447,2.218160372,9.676240112,2.537996149
PAICS,4.73827722,5.260623212,2.797186786,4.493655556,10.62440341,0.616595673
PAIP1,3.301260705,4.750802542,4.151970913,5.531698264,10.12247172,0.083746491
PAIP2,4.816350947,4.277268211,3.238954784,3.620845281,12.32895734,0.452239402
PAIP2B,0,0.371076007,0,0.665778732,7.564958894,-0.027952406
PAK1,1.945105461,2.696108069,2.908292701,4.843778314,6.98767296,2.167462304
PAK1IP1,3.344355082,4.339130599,3.070488153,4.037218528,11.07586565,2.734198039
PAK2,2.732484816,4.080223331,4.224261191,4.158496694,9.005433396,-0.150166827
PAK4,2.300939523,3.305243353,1.385401473,3.138179858,10.66104761,0.37639195
PALB2,0.900252661,1.647114819,1.513148224,2.253297099,7.655781536,1.434774565
PALD1,0.424491702,0.32487643,0.137298755,0.021446817,1.812627922,0.462304912
PALLD,2.605036682,3.543563469,4.162284068,4.36450933,10.08389737,5.796153851
PALM,2.364414759,2.844072054,1.231200356,1.753231696,11.03845241,0.398228531
PALM3,0,0.249625298,0.089510751,0,4.457411327,-0.149895494
PALMD,0.179973852,0.134992629,0.791791844,2.997786925,3.197350884,-0.110082511
PALS1,1.247831648,3.056337683,2.126620064,2.450111194,10.41324706,3.478929106
PALS2,0.849191596,0.905713348,1.97144803,2.31519323,7.132568149,3.708327746
PAM,2.399946558,3.933743335,5.893706624,5.120063012,10.23551831,4.006805796
PAM16,0.941414903,1.803845453,0.998382998,2.105737588,11.1231033,4.781331017
PAN2,1.614659184,4.089437184,2.182001786,3.107478239,8.21805794,2.372292429
PAN3,1.333388436,2.795558207,2.864109165,2.865804397,9.089569826,3.493047794
PANK1,0.357318188,2.421454132,0.768131392,2.119899454,3.154560182,0.028632843
PANK2,3.548189616,3.253130235,3.568250843,3.177828542,9.261648208,-0.483800166
PANK3,1.570297472,3.48269263,3.447124748,4.412090188,8.082179723,1.76562784
PANK4,0.884409153,1.065571845,1.371445503,3.794595771,1.925975587,1.133615472
PANX1,1.526408385,3.193047981,5.499037544,5.701755318,6.028147093,0.877055361
PANX2,3.785684132,3.141895395,1.144550233,1.131334912,4.949711494,3.645184358
PANX3,0,0,0,0.100887309,7.389191611,-0.112645773
PAOX,0,0,0.710269863,0.918821167,5.769215455,0.263715369
PAPLN,0.503862042,0.9195269,1.649778924,1.509065761,7.733316289,2.547841668
PAPOLA,3.775149052,5.099577701,3.061551331,3.621739312,10.55629029,5.516010891
PAPOLG,1.53493656,2.983997307,1.403699366,3.00285322,12.11357349,0.39111165
PAPSS1,2.647308811,4.012811652,4.99286235,6.046910921,8.450958979,3.689438161
PAPSS2,2.704294843,4.101287717,5.859226769,2.847169767,6.908894198,4.227172618
PAQR3,0.332817655,0.803177216,1.288323793,1.615835699,8.138929734,2.750192716
PAQR4,1.497303394,1.284323639,0.888580826,2.66984883,3.44346886,4.019590906
PAQR5,3.641918574,2.778753644,1.571570937,0.084101049,4.031425785,1.992749414
PAQR6,1.183657758,3.224050329,0.886144783,0.531397848,7.408900075,0.307461336
PAQR7,0.732371571,1.480411433,2.990750816,4.242775925,5.16351053,0.911523472
PAQR8,0,0.274723139,1.275949286,1.827821426,2.3885667,0.05128049
PARD3,1.674706516,4.326552485,3.271125092,5.018623051,5.829754873,0.975672076
PARD6A,2.416088073,1.803403922,0.785206957,0.744272006,8.482589722,0.744034162
PARD6B,1.813942576,2.546133805,0.341443672,1.886350481,10.35382451,0.378998284
PARD6G,1.188721869,1.433112959,1.105882333,3.719632522,11.80141228,-0.117703024
PARG,0.873342985,2.19616175,2.452696533,3.34908085,0.958514189,1.662964937
PARK7,7.481161275,7.304215419,5.411868924,7.004260028,13.94385417,6.3588631
PARL,1.94032956,1.574695542,2.210577267,2.459520162,11.35929087,4.772921039
PARM1,1.188142636,3.239232554,2.406069297,0,4.769093705,1.208084574
PARN,1.197297876,2.114990693,2.129081077,2.667827362,8.704607757,3.714727545
PARP1,1.547962119,3.216149734,2.337646658,3.172853443,8.676089738,5.894551919
PARP10,0.616767446,4.617134516,4.598098502,5.105663816,12.55439508,0.278245658
PARP11,0.230230529,0.595445806,1.91462461,1.197087052,2.679721695,0.358786142
PARP12,0.830869988,4.999906131,5.170002386,6.364835324,7.223025263,2.307779975
